foodid;foodname;energia_laskennallinen;rasva;hiilihydraatti_imeytyvä;hiilihydraatti_erotuksena;proteiini;alkoholi;tuhka;vesi
32541;(ARC)RAHKA, MAITORAHKA, MAUSTETTU, RASVAA 7 %, VALIO;638.96000;7.09700;14.43000;15.06400;7.06000;0.00000;0.68500;70.10000
32431;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, SUNNUNTAI, RYPSIÖLJY;2960.00000;80.00000;0.00000;0.00000;0.00000;0.00000;0.90800;19.09000
35223;HERNEKEITTO, SIKA-NAUTAJAUHELIHA;389.04000;4.07300;5.26900;12.36500;6.78000;0.00000;1.29300;69.36000
1277;MANNAPUURO, MAITO, SUOLAA;338.70000;1.59500;11.87600;13.26100;4.24000;0.00000;1.20700;89.50000
30344;LAUANTAIMAKKARA, PAISTETTU ILMAN RASVAA;1128.12000;21.71500;8.47700;8.67100;10.55000;0.00000;2.90000;76.59000
11074;ITU, SINIMAILASEN ITU;122.63000;0.69000;0.30000;1.82000;4.00000;0.00000;0.49000;93.00000
3265;TOMAATTIKEITTO;156.52000;2.13400;3.46200;4.23700;0.61000;0.00000;0.70100;83.05000
32808;PERUNALAATIKKO, JANSSONIN KIUSAUS, KOKKIKARTANO SNELLMAN, VALMISATERIA;413.98000;4.43900;10.60100;12.75800;3.01000;0.00000;2.84600;73.25000
7605;BORSSIKEITTO, NAKKI;221.32000;3.13900;2.31800;3.56400;2.47000;0.00000;1.17500;80.49000
386;PAPRIKA, PUNAINEN;118.78000;0.30000;4.50000;6.40000;0.94000;0.00000;1.10000;91.26000
29027;KURKKUKEITTO, KYLMÄ;173.52000;2.89500;2.16300;3.07700;1.39000;0.00000;1.17400;89.16000
364;VIHANNESKRASSI;114.32000;1.40000;0.70000;6.02500;1.38000;0.00000;1.80000;89.40000
433;TÄYSMEHU, OMENATÄYSMEHU, C-VITAMIINIA;208.55000;0.50000;10.70000;10.70000;0.16000;0.00000;0.26000;88.38000
31781;KARJALANPIIRAKKA, TUMMA, SAARIOINEN;923.25000;6.92200;33.46100;36.63200;3.99000;0.00000;1.67100;50.90000
541;RUOKAÖLJY KESKIARVO, 87 % RYPSI- 8 % AURINGONKUKKA- JA 5% OLIIVIÖLJY;3696.30000;99.90000;0.00000;0.00000;0.00000;0.00000;0.00000;0.10000
32208;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, LOHI, KEVYTMAITO;536.14000;6.35100;7.98700;8.36700;9.48000;0.00000;1.64100;74.32000
437;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENNETTU;59.20000;0.00000;1.60000;4.50000;0.20000;0.00000;0.30000;95.00000
32354;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, KEIJU RYPSI;2960.00000;80.00000;0.00000;0.00000;0.00000;0.00000;0.90800;19.09000
34952;GRILLIMAKKARA, JUUSTOINEN, GRILLATTU;1050.22000;17.09400;9.19900;9.61200;10.79000;0.00000;2.60300;60.18000
32140;MURO, TALKKUNAMURO, TALKMURU, TAIVALKOSKEN MYLLY;1446.49000;4.00400;54.33200;75.03200;12.30000;0.00000;2.57700;6.09000
5008;MAUSTEKASTIKE, GRILLAUSKASTIKE;2392.70000;62.22100;2.81900;4.27300;0.96000;0.00000;1.88000;30.92000
33564;LOHIFILEE, UUNISSA;950.39000;15.69800;0.00000;0.00000;21.74000;0.00000;2.54700;61.97000
665;JÄÄTELÖ, KERMAJÄÄTELÖTUUTTI;928.13000;11.60000;24.91000;25.42000;4.06000;0.00000;0.92100;58.00000
32478;ATERIAKASTIKE, HAPANIMELÄ, SWEET & SOUR, UNCLE BENS, VALMISKASTIKE;358.79000;0.13600;19.61500;21.25300;0.48000;0.00000;0.74600;77.38000
33697;JOGURTTI, MAUSTAMATON, AB, RASVAA 2,5 %, PROBIOOTTEJA;228.65000;2.50400;4.82900;4.82400;3.02000;0.00000;0.73300;88.92000
7153;LIHAPATA, KARJALANPAISTI, NAUTA, KESKIRASVAINEN SIKA;466.77000;5.88400;0.00000;0.00000;14.65000;0.00000;1.34900;80.89000
35168;MYSLI, PROTEIINIMYSLI, EI LISÄTTYÄ SOKERIA;1711.50000;13.22500;49.13700;58.53700;18.21000;0.00000;2.07800;7.96000
1547;PERUNAPUURO, MAITO, PERUNASUURIMO, SUOLAA;329.23000;1.49800;12.89600;14.08900;2.99000;0.00000;1.21900;90.15000
311;JUURISELLERI, MUKULASELLERI;94.05000;0.10000;2.65000;7.30000;1.30000;0.00000;1.20000;90.10000
103;RUISHIUTALE;1231.72000;2.00000;52.00000;74.94000;9.56000;0.00000;1.50000;12.00000
5901;PULLA- JA PIIRAKKARASVA, VOITA 50 %, MARGARIINIA 50 %;3006.68000;80.65000;0.55000;0.26500;0.79000;0.00000;1.30000;17.00000
31160;RUOKASOODA;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;36.90000;0.20000
33619;MAKSALAATIKKO, TEOLLINEN, TUOTEKESKIARVO;602.86000;5.39800;18.50200;22.39400;4.94000;0.00000;1.59400;63.85000
7851;MAKSAPAISTI;848.11000;8.00700;5.51600;4.92400;26.95000;0.00000;3.66300;78.47000
35220;HAMPUNSIEMEN, KUORITTU;2616.32000;53.60000;2.36000;3.00000;33.00000;0.00000;4.90000;5.50000
32562;KAURAVALMISTE, HAPATETTU, MAUSTAMATON, YOSA NATURELL, PROBIOOTTEJA;311.40000;1.80500;11.20500;12.70100;2.48000;0.00000;0.32000;82.69000
32852;DONITSI, TEOLLINEN;1752.21000;19.96300;54.35900;55.06600;4.67000;0.00000;1.36000;17.73000
11123;PULLA, KESKIRASVAINEN, RASVATON MAITOJAUHE, LEIPOMO;1241.99000;7.48100;48.10300;52.47700;7.75000;0.00000;0.91100;31.38000
35642;PASTA CARBONARA, PEKONI, GLUTEENITON;942.18000;14.15100;14.46700;15.28500;9.89000;0.00000;1.69100;62.45000
32170;PAKASTEKASVISSEKOITUS, PARSAKAALI-MAISSI-PORKKANA;245.58000;0.57200;9.59000;13.08400;1.99000;0.00000;0.87200;83.48000
28967;SALAATTI, AURINKOSALAATTI, MAJONEESIKASTIKE;468.98000;9.11500;5.65100;7.98500;0.95000;0.00000;0.80100;81.15000
33092;KAALIPIHVI, KAALIPYÖRYKKÄ, EI LIHAA;412.84000;6.44400;5.34000;7.44500;3.50000;0.00000;1.97800;98.93000
34588;SKYR, KEINOTEKOISESTI MAKEUTETTU, RASVAA 2 %;329.70000;2.01800;4.34000;5.45800;9.77000;0.00000;0.75200;82.00000
33377;NAKKISÄMPYLÄ, HOT DOG, KAIKILLA MAUSTEILLA, GRILLIRUOKA;822.14000;8.27100;22.13800;25.16200;7.55000;0.00000;1.68000;60.40000
32726;SEKALEIPÄ, PORKKANASÄMPYLÄ, RASVATON MAITO, HIIVALEIPÄ-, SÄMPYLÄJAUHO;966.39000;4.52600;37.94000;41.44100;7.46000;0.00000;1.36100;49.04000
30606;TÄYSMEHU, C-VITAMIINIA, D-VITAMIINIA, PROBIOOTTEJA;207.91000;0.19900;10.89800;11.09500;0.49000;0.00000;0.42000;87.80000
35615;KATAJANMARJA;1037.70000;4.90000;25.00000;73.00000;4.20000;0.00000;2.40000;15.50000
8024;KALAKEITTO, KESKIARVOKALA, PERUNA, KEITTOJUUREKSET, VESI;171.58000;0.70900;3.41200;4.04800;4.80000;0.00000;1.05000;80.39000
32202;KATKARAPU, KEITETTY, SUOLATON;305.60000;0.88900;0.00000;0.00000;16.04000;0.00000;1.55600;81.18000
3327;MOUSSAKA, JAUHELIHA-MUNAKOISOVUOKA, SIKA-NAUTA;414.78000;5.37000;7.55600;9.53000;4.28000;0.00000;1.17000;81.83000
3003;PORKKANASOSEKEITTO, VESI;102.43000;1.12200;2.59800;4.28400;0.33000;0.00000;1.30600;93.98000
34252;SIIKA, KASVATETTU;554.11000;5.90000;0.00000;0.00000;19.75300;0.00000;1.20000;73.60000
33145;MURO, VEHNÄHIUTALE, KELLOGGS ALL-BRAN REGULAR, VITAMINOITU;1506.77000;2.10500;65.99200;81.05500;11.00000;0.00000;2.87400;2.97000
31801;PULLA, KESKIRASVAINEN, KEVYTMAITO, FRUKTOOSILLA MAKEUTETTU;1288.00000;8.17600;48.58800;45.71300;8.35000;0.00000;0.93100;37.77000
33925;QUORN, FILEET, KUUTIOT, ROUHE;465.45000;2.95000;5.00000;9.80000;13.70000;0.00000;1.40000;72.15000
31630;KEKSI, TUMMA TÄYTEKEKSI, LUONTAISESTI GLUTEENITON;1940.59000;22.63600;59.20600;61.45600;4.68000;0.00000;2.18500;9.07000
3272;JUURESSURVOS, KEVYTMAITO, VEHNÄJAUHOA;269.21000;3.26000;6.11000;8.37100;1.48000;0.00000;1.26700;78.46000
30392;MEHU, MEHUJUOMA;190.23000;0.03200;11.02700;11.12500;0.05000;0.00000;0.07900;88.71000
5004;SALAATINKASTIKE, SINAPPINEN, ÖLJY, MEHU, ETIKKA;1272.14000;30.91500;5.32500;7.26600;0.83000;0.00000;0.57200;60.43000
705;SIANLAPA;900.71000;15.70000;0.00000;0.00000;18.81000;0.00000;1.20000;64.29000
32116;PIZZA, JAUHELIHAPIZZA, SAARIOINEN;1044.81000;10.72100;28.13600;29.26100;9.25000;0.00000;1.81000;38.71000
32695;MAKEINEN, MARIANNE, FAZER, PIPARMINTTUSUKLAAKARAMELLI;1813.59000;11.04200;80.38400;82.37300;1.33000;0.00000;0.62800;4.62000
31444;KALAKEITTO, KIRJOLOHIKEITTO, TEOLLINEN, VALMISATERIA;285.08000;2.77000;6.92900;7.59600;3.54000;0.00000;1.51300;66.24000
3255;SIENIOHUKAINEN, KEVYTMAITO;782.94000;11.29100;15.38900;16.23900;5.50000;0.00000;1.77700;82.30000
31927;MAKSALAATIKKO, PIRKKA/SAARIOINEN, VALMISATERIA;732.08000;8.90600;18.47600;19.37600;4.80000;0.00000;1.37600;65.54000
28916;OMENA, KESKIARVO, PUNNITTU KUORINEEN;155.08000;0.08700;7.71300;10.55000;0.17000;0.00000;0.37800;75.82000
604;MAITO, KUTUNMAITO, VUOHENMAITO;274.99000;3.90000;4.50000;4.61200;3.19000;0.00000;0.80000;87.50000
31842;VAALEA LEIPÄ, MAALAISLEIPÄ, FAZER, VEHNÄJAUHO;1058.00000;1.01200;50.21200;53.00300;8.51000;0.00000;1.70000;35.78000
347;ETIKKAKURKKU, EI LISÄTTYÄ SOKERIA;48.42000;0.10000;1.26000;2.36200;0.69000;0.00000;1.90000;94.95000
8100;JUUSTOSILAKAT, TUOREJUUSTO;637.37000;9.71200;0.38100;0.96200;15.61000;0.00000;2.54600;65.68000
562;MAJONEESI, HAMPURILAISKASTIKE, RASVAA 60 %;2282.76000;60.00000;2.10000;1.70000;1.50000;0.00000;1.10000;35.70000
636;VIILI, KERROSVIILI, MAUSTETTU HILLOLLA, YKKÖSVIILI, RASVAA 1 %, VL;273.18000;0.82000;11.38000;12.99200;2.52000;0.00000;0.69200;82.98000
33216;SEKALEIPÄ, AURINKOSÄMPYLÄT, ULLAN PAKARI;1018.54000;3.62300;40.71700;47.97600;9.80000;0.00000;1.96500;35.06000
34523;ANANASSALSA;208.77000;0.35800;9.67500;11.55900;0.66000;0.00000;0.65800;87.19000
1228;BLINI, KEVYTMAITO, OHRAJAUHO;699.43000;7.03500;18.59600;21.04200;6.42000;0.00000;1.56300;74.31000
33757;TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA 60 MG;193.06000;0.14000;10.00000;10.00000;0.56000;0.00000;0.45000;88.85000
34539;RISOTTO, PUNAJUURIRISOTTO, VUOHENJUUSTO, VALKOVIINIÄ;637.91000;6.25100;19.01600;20.27700;4.07000;0.11000;1.25700;68.56000
35602;VARIKSENMARJA;184.13000;0.74000;4.25000;10.75000;0.50000;0.00000;0.20000;87.81000
3320;SALAATTI, MAJONEESISALAATTI, MAJONEESIKASTIKE, KESKIARVO;600.33000;11.42300;7.96700;10.07100;1.72000;0.00000;1.09600;74.18000
34110;MAIZENA SUURUSTE RUSKEA/VAALEA;1473.44000;0.07400;85.48200;86.70100;0.59000;0.00000;1.47500;11.16000
2030;RÖSTIPERUNA;622.60000;6.58800;18.63900;21.78000;2.42000;0.00000;1.88800;78.74000
8041;TOMAATTISILAKKA;514.91000;7.33500;1.17300;1.82600;12.68000;0.00000;2.17900;68.36000
33604;SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE, TEOLLINEN, TUOTEKESKIARVO;772.06000;14.18500;11.88400;13.92300;1.67000;0.00000;1.49600;70.11000
33001;MURO, HUNAJAMURO, MAISSI, HONEY BALLS, LIDL;1613.09000;2.02800;85.97300;87.44100;3.82000;0.00000;1.07300;5.64000
33143;KASVIS, FRITEERATTU, UPPOPAISTETTU;814.45000;13.22600;14.30200;16.20300;3.94000;0.00000;1.81700;75.03000
32152;PAKASTEKASVISSEKOITUS, GRILLATUT VIHANNEKSET, SUOLAA JA ÖLJYÄ, (KYPSENTÄMÄTÖN);203.53000;3.32000;3.14200;5.89200;0.67000;0.00000;1.57400;88.55000
34398;HAMPURILAINEN, WHOPPER, BURGER KING;911.68000;12.00300;16.12500;18.70100;12.44000;0.00000;1.48400;56.80000
31821;RUISLEIPÄ, OULULAINEN JÄLKIUUNIPALA, FAZER;1149.67000;1.70200;48.96300;63.96400;7.90000;0.00000;2.47500;23.96000
7048;KAALILAATIKKO, NAUDANPAISTI, KEVYTMAITO;469.48000;2.92300;13.18800;14.91900;7.20000;0.00000;1.23500;72.53000
11469;HEDELMÄSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;279.32000;0.15000;14.32500;15.92000;0.55000;0.00000;0.46800;82.85000
7643;NAKKI, PAISTETTU ILMAN RASVAA;1084.29000;20.25500;1.29200;1.30100;12.56000;0.00000;2.62600;74.32000
34501;ATERIASALAATTI, KUSKUSSALAATTI, HALLOUMI, ÖLJYKASTIKE;779.61000;11.14300;11.88700;14.05100;8.89000;0.00000;3.01600;63.20000
14;SUKLAAPATUKKA SUKLAINEN, KESKIARVO;2135.87000;28.00000;56.00000;60.36900;7.10000;0.00000;1.53200;3.00000
34410;JAUHELIHAPIHVI, SIKA-NAUTA, UUNISSA;1024.19000;17.67500;5.86600;6.49700;15.72000;0.00000;1.60000;58.75000
32194;JUUSTOTIKKU, PANEROITU, MOZZARELLA-CHEDDAR;1531.51000;22.36600;23.68800;23.78500;16.57000;0.00000;2.66000;34.65000
33162;JOGURTTI, MAUSTAMATON, RASVAA 2,5 %;227.70000;2.50000;4.80000;5.29000;3.00000;0.00000;0.71000;88.50000
5010;MAUSTEKASTIKE, ETIKKAINEN, SÄILÖNTÄLIEMI;514.57000;0.00000;28.18600;30.94200;0.01000;0.00000;2.10100;56.90000
5904;VOITAIKINARASVA;3000.94000;80.65000;0.40000;0.64700;0.60000;0.00000;1.60400;16.51000
133;VOHVELIKUORI, JÄÄTELÖVOHVELI;1786.86000;7.40000;78.80000;81.16200;8.18000;0.00000;1.25800;2.00000
3334;HERKKUSIENI, PAISTETTU;419.52000;9.56300;0.38200;5.50600;2.53000;0.00000;0.99400;86.00000
33616;MURO, SUKLAAMURO, TEOLLINEN, TUOTEKESKIARVO;1634.29000;4.90400;75.60800;80.36600;7.46000;0.00000;1.70400;5.81000
31237;AMARANTTI, HIUTALE;1545.44000;7.00000;58.96000;64.88000;13.56000;0.00000;3.27000;11.29000
31469;KYLMÄ KASTIKE, KURKKURAITA, INTIALAINEN JOGURTTIKASTIKE;201.13000;3.31500;2.63300;3.50200;1.58000;0.00000;0.77700;90.82000
31780;KINKKU-JUUSTOPIIRAKKA, MUROPOHJA;1389.35000;23.57100;18.69100;19.23400;11.23000;0.00000;1.54700;44.72000
32905;NOKKOSOHUKAINEN, KEVYTMAITO;746.71000;8.17500;18.02800;20.05400;7.21000;0.00000;1.28400;78.80000
32965;RUISLEIPÄ, PYÖREÄT RUISPALASET, LEIPÄAITTA, LIDL, TÄYSJYVÄRUISJAUHO, PERUNAHIUT.;1071.65000;1.33100;46.30900;63.10400;7.29000;0.00000;2.55500;31.23000
11132;(ARC) TUOREJUUSTO, KASVIRASVAA, RASVAA 24-30 %;1207.80000;26.00000;3.00000;3.58700;11.00000;0.00000;1.41500;58.00000
1511;KAURAVELLI, VESI, SUOLAA;129.92000;0.58800;4.87200;5.64100;1.11000;0.00000;0.70800;71.67000
29040;OSTERIKEITTO, KUOHUKERMA;810.88000;17.82600;2.05500;2.53100;3.07000;0.93000;0.62100;78.72000
32233;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANPAISTI, SUURUSTETTU;436.69000;4.53300;4.08400;6.21400;11.04000;0.00000;1.65100;78.86000
32691;KALAPUIKKO, TEOLLINEN, PAISTETTU;1017.11000;14.19500;16.03100;16.54900;12.53000;0.00000;1.49800;56.20000
31620;KEKSI, COOKIE, SUKLAINEN KEKSI;1935.05000;21.07600;62.75200;64.58300;4.34000;0.00000;1.73500;5.11000
32126;PASTA, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON, KEITETTY, SUOLATON;454.54000;0.87600;21.40500;22.93300;2.38000;0.00000;0.39500;52.43000
8035;KALA-PINAATTIVUOKA, SEITI, KEVYTMAITO;413.03000;4.58100;3.15300;3.89600;10.92000;0.00000;2.00000;80.31000
31783;KARJALANPIIRAKKA, VAALEA, SAARIOINEN;967.56000;8.34600;33.63400;35.25600;4.35000;0.00000;1.25000;50.79000
34673;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, RASVATON MAITO;492.08000;5.68400;8.92400;9.81100;7.35000;0.00000;1.24000;76.59000
33592;TÄYTETTY LEIPÄ, PANINI, KANA, MR PANINI;1242.20000;15.00900;27.87000;30.47600;11.08000;0.00000;2.00500;41.10000
32728;SEKALEIPÄ, PORKKANASÄMPYLÄ, TÄYSMAITO, HIIVALEIPÄ-, SÄMPYLÄJAUHO;966.27000;5.04000;37.03700;40.41500;7.27000;0.00000;1.32800;49.64000
30338;NAKKI, UUNISSA;1049.32000;19.60200;1.25000;1.25900;12.16000;0.00000;2.54100;71.92000
30671;RAHKA, HEDELMÄRAHKA, KEVYTMAITO, KOTITEKOINEN;311.17000;0.58700;11.15400;12.94300;5.18000;0.00000;0.59800;80.70000
1011;SEKALEIPÄ, HAPANIMELÄLEIPÄ, PIIMÄ, VEHNÄ-, RUISJAUHO;1120.97000;1.27500;52.86600;57.91300;8.18000;0.00000;1.26500;34.58000
32383;JAUHELIHAKASTIKE, TOMAATTINEN, SIKA-NAUTA, KASTIKEJAUHEESTA;853.38000;14.16500;6.75500;7.16200;12.33000;0.00000;1.71800;67.81000
31647;KEKSI, MUROKEKSI, KOTITEKOINEN, KANANMUNAA;1864.87000;22.20800;54.86200;56.10400;5.90000;0.00000;1.14800;14.03000
31625;MUNKKI/DONITSI, GLUTEENITON, VEHNÄTÄRKKELYSTÄ;1375.00000;13.47800;49.52600;49.52600;2.02000;0.00000;0.65000;34.17000
33584;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, PROBIOOTTEJA;210.01000;2.02200;4.80000;5.63700;3.00000;0.00000;0.70100;88.64000
11154;VIILI, MAUSTAMATON, KEVYTVIILI, RASVAA 2 %, VL;233.34000;2.00000;3.30000;7.27300;2.94000;0.00000;0.79000;87.00000
8069;KALAKASTIKE, TONNIKALAKASTIKE, LIHALIEMI, KERMA;597.31000;8.41700;3.56300;4.68200;12.59000;0.00000;2.02600;91.10000
31854;SEKALEIPÄ, PUIKULA KAURA, FAZER;1149.98000;5.93900;40.72000;46.51800;11.11000;0.00000;1.94100;27.63000
432;HEDELMÄSALAATTISÄILYKE, SOKERILIEMESSÄ;366.94000;0.40000;19.20000;22.56000;0.78000;0.00000;0.26000;76.00000
7191;JAUHELIHA, SIKA-NAUTA, PAISTETTU ILMAN RASVAA;1225.23000;24.20100;0.00000;0.00000;19.40000;0.00000;1.79300;45.13000
34578;BROILERIPATA, BURGUNDINPATA;479.07000;5.46700;1.89600;3.11200;12.00000;0.51000;2.01600;77.41000
29034;KASVISSOSEKEITTO, HERNE-PORKKANA-MAISSI, KASVIRASVAKERMA;221.24000;1.44000;6.96100;9.50400;2.02000;0.00000;1.11100;76.88000
1347;JOULUTORTTU, LUUMUTÄYTE;1682.48000;25.10900;38.48400;39.53200;4.37000;0.00000;1.18900;26.93000
32918;PERUNAOHUKAINEN, RASVATON MAITO;604.31000;4.97100;19.28000;20.84900;4.71000;0.00000;1.57500;83.46000
32198;KOKOLIHALEIKKELE, OHUT BROILERINFILEE, RASVAA 2,2 %;451.08000;2.22300;0.20000;0.20000;21.49000;0.00000;2.59400;74.07000
1;SOKERI;1698.30000;0.00000;99.90000;99.88000;0.00000;0.00000;0.02000;0.10000
34397;HAMPURILAINEN, MCFEAST, MCDONALDS;885.99000;11.32900;15.34600;17.84600;13.08000;0.00000;1.70000;57.48000
33061;BROILERIFILEE, KEITETTY, SUOLATON;596.45000;4.76700;0.00000;0.00000;24.71000;0.00000;0.81400;69.83000
33214;SEKALEIPÄ, OHRALEIPÄ, OHRASKA, ULLAN PAKARI;980.23000;1.39700;44.72500;48.32500;8.20000;0.00000;1.76600;40.31000
31919;KIISSELI, MARJAVANUKAS, KEVYT, MARJAKIISSELI JA VANILJAKASTIKE, TEOLLINEN;261.83000;1.64500;9.48800;10.71300;1.18000;0.00000;0.70100;85.84000
34726;SEKALEIPÄ, JUURESLEIPÄ, PUNAJUURI JA PORKKANA, FAZER;1153.76000;5.04700;41.44100;51.60500;11.37000;0.00000;2.94200;30.84000
32604;MUNAKASRULLA, KASVIS-SIENITÄYTE;532.77000;6.39100;10.69100;13.18900;5.80000;0.00000;1.45500;81.36000
29094;LIHAPATA, NAUDANPAISTI, LIHALIEMI, PORKKANA, VOI;352.08000;3.05100;2.80600;3.53500;10.95000;0.00000;1.74900;89.26000
346;KURKKU;47.27000;0.10000;1.40000;3.81200;0.65000;0.00000;0.40000;95.00000
68;OHRATÄRKKELYS;1408.67000;0.25000;81.60000;91.00000;0.06000;0.00000;0.40000;16.29000
31701;MAKEAN PIIRAKAN MUROPOHJA, FRUKTOOSILLA MAKEUTETTU;1863.75000;24.86100;46.55900;46.28100;8.15000;0.00000;1.38700;20.04000
1002;RUISPUURO, VESI, RUISJAUHO, SUOLAA;164.47000;0.23400;7.20800;9.45100;1.16000;0.00000;0.71500;69.03000
31943;LIHAPULLA, LIHAPYÖRYKKÄ HK/PIRKKA;961.68000;13.21700;13.38300;14.60700;14.05000;0.00000;2.03700;55.37000
32525;KIISSELI, VADELMAKEITTO;223.64000;0.18200;11.75000;12.29300;0.23000;0.00000;0.14600;87.11000
3316;SALAATTI, LEHTISALAATTI-KURKKU-TOMAATTI, RANSKALAINEN KASTIKE;274.09000;5.33600;3.23600;4.90000;0.63000;0.00000;0.50100;88.63000
8013;KAMPELA, PAISTETTU;478.53000;5.15900;0.00800;0.04500;16.91000;0.00000;1.84500;74.38000
33107;PYTTIPANNU, JUURESPYTTIPANNU, EI PERUNAA;247.92000;2.49200;5.90000;11.01100;1.53000;0.00000;1.12600;85.90000
30672;RAHKA, MARJARAHKA, KEVYTMAITO, KOTITEKOINEN;256.42000;0.65800;6.88400;8.71100;5.20000;0.00000;0.68400;84.75000
7006;SIANPAISTI, TIRRIPAISTI, SIANLAPA, UUNISSA;1269.12000;22.11900;0.00000;0.00000;26.51000;0.00000;3.05700;48.00000
31144;SIANLIHASUIKALE, MARINOITU, RAAKA;814.84000;15.16800;1.42900;1.42900;13.49000;0.00000;1.56800;67.18000
33070;VIIKUNA, KUIVATTU;1069.31000;0.93000;53.20000;62.50000;3.30000;0.00000;1.90000;31.37000
751;BROILERI, KOKONAINEN, NAHKOINEEN, RAAKA;694.14000;10.72000;0.00000;0.00000;17.50000;0.00000;0.69000;71.09000
32466;SEKALEIPÄ, OIVA PERUNALIMPPU, LINKOSUO;1088.24000;1.14800;49.02200;56.24500;9.01000;0.00000;2.31400;31.28000
7074;CANNELONI, SIKA-NAUTAJAUHELIHATÄYTE;560.15000;6.90300;10.85600;11.95400;6.78000;0.00000;0.89800;64.80000
3360;SALAATTI, SALAATTIPÖYDÄN ANTIMET, TAVANOMAINEN, KESKIARVO;274.89000;3.56100;6.30700;8.87500;0.98000;0.00000;1.15300;83.43000
399;LINSSI, VIHREÄ/RUSKEA, KUIVATTU;1304.29000;1.13000;45.70000;54.60000;24.38000;0.00000;3.00000;16.90000
1504;OHRAVELLI, MAITO, OHRASUURIMO, SUOLAA;285.93000;1.68000;9.12400;10.93300;3.64000;0.00000;1.28900;92.77000
3343;PARSAKAALI, KEITETTY, SUOLATON;145.69000;0.53000;1.64000;4.47000;3.90000;0.00000;0.90000;81.18000
818;LOHI, TUORESUOLATTU;910.73000;13.50000;0.00000;0.00000;24.19000;0.00000;5.90000;56.41000
32127;PASTA, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON, KEITETTY, SUOLAA;447.02000;0.86100;21.04800;22.55100;2.35000;0.00000;0.88400;52.37000
32239;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 17 %, SUURUSTETTU;567.61000;8.52600;4.04300;5.99900;10.10000;0.00000;1.51100;73.89000
33605;KARJALANPIIRAKKA, TEOLLINEN, TUOTEKESKIARVO;926.43000;7.63500;32.04400;34.61900;4.50000;0.00000;1.48300;51.76000
737;KANI;681.11000;8.70000;0.00000;0.00000;21.13000;0.00000;1.00000;71.00000
11572;(ARC) MAITO, RASVATON, LISÄTTY KALSIUMIA, D-VITAMIINIA 0,5 UG;157.60000;0.10000;5.10000;4.46000;3.80000;0.00000;0.74000;91.00000
35006;KASVIÖLJYVALMISTE, JUOKSEVA, 70 %, KESKIARVO;2590.00000;70.00000;0.00000;0.00000;0.00000;0.00000;0.91300;29.09000
32596;(ARC)JOGURTTI, MAUSTETTU, RASVATON, OSITTAIN KEINOTEK. MAKEUTETTU, D-VIT 1UG, VL;185.32000;0.11800;6.48200;6.64800;3.88000;0.00000;0.74500;88.61000
124;JAUHO, HIIVALEIPÄVEHNÄJAUHO;1520.15000;2.37000;68.57400;73.78000;13.10000;0.00000;0.96000;9.79000
7522;BROILERI, KOKONAINEN NAHKOINEEN, ILMAN RASVALISÄÄ, GRILLATTU;940.99000;14.53100;0.00000;0.00000;23.73000;0.00000;1.97600;72.27000
32950;NÄKKILEIPÄ, MONIVILJANÄKKILEIPÄ, PIENI PYÖREÄ, VAASAN, SEESAMINSIEMENIÄ;1461.68000;6.02700;54.01600;71.01700;10.83000;0.00000;2.93800;9.19000
31218;KIKHERNE, KUIVATTU;1436.30000;5.40000;46.40000;57.10000;21.30000;0.00000;2.85000;13.35000
28953;PERUNA, UUSI, KEITETTY, SUOLAA;310.62000;0.11300;15.42300;15.31900;1.68000;0.00000;1.58700;81.30000
32874;NOKKOSKEITTO, KASVISLIEMI JA KERMA;241.15000;4.84700;1.62100;2.73900;1.49000;0.00000;1.86600;79.03000
11210;KSYLITOLIPASTILLI, C-VITAMINOITU;974.07000;0.78000;8.00000;86.59500;1.13000;0.00000;1.50000;10.00000
34846;HASSELPÄHKINÄJUOMA, VITAMINOITU, ALPRO;118.31000;1.52500;3.08200;3.51900;0.35000;0.00000;0.21700;94.38000
7871;VERIOHUKAINEN;726.47000;10.38200;12.17600;14.23600;7.27000;0.00000;2.08600;81.56000
3365;ATERIASALAATTI, JUUSTOSALAATTI, KOTIJUUSTO, ÖLJYKASTIKE;481.49000;8.73600;3.40100;5.53000;4.98000;0.00000;1.30600;79.64000
35201;TONNIKALAPIHVI, PAISTETTU;823.98000;11.42000;4.56900;5.01700;18.48000;0.00000;1.87400;73.86000
